Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Infraspecific name]	Term Source REF	Term Accession Number	Characteristics[Seed origin]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Study start]	Parameter Value[Study duration]	Parameter Value[Growth facility]	Parameter Value[Geographic location]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Rooting medium]	Term Source REF	Term Accession Number	Parameter Value[Plot size]	Unit	Term Source REF	Term Accession Number	Parameter Value[Sowing density]	Parameter Value[pH]	Protocol REF	Parameter Value[Air humidity]	Parameter Value[Daily photon flux]	Parameter Value[Length of light period]	Parameter Value[Day temperature]	Parameter Value[Night temperature]	Protocol REF	Parameter Value[N before fertilisation]	Parameter Value[Type of fertiliser]	Parameter Value[Amount of fertiliser]	Protocol REF	Parameter Value[Irrigation type]	Parameter Value[Volume]	Parameter Value[Frequency]	Protocol REF	Sample Name	Characteristics[Experimental unit type]	Characteristics[Replication]
Source80	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH106			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample235	plot	2
Source80	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH106			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample236	plot	3
Source81	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH107			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample237	plot	1
Source81	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH107			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample238	plot	2
Source81	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH107			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample239	plot	3
Source82	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH108			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample240	plot	1
Source82	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH108			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample241	plot	2
Source82	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH108			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample242	plot	3
Source83	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH109			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample243	plot	1
Source83	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH109			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample244	plot	2
Source83	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH109			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample245	plot	3
Source84	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH110			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample246	plot	1
Source84	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH110			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample247	plot	2
Source84	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH110			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample248	plot	3
Source85	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH112			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample249	plot	1
Source85	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH112			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample250	plot	2
Source85	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH112			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample251	plot	3
Source86	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH113			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample252	plot	1
Source86	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH113			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample253	plot	2
Source86	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH113			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample254	plot	3
Source87	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH114			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample255	plot	1
Source87	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH114			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample256	plot	2
Source87	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH114			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample257	plot	3
Source88	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH115			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample258	plot	1
Source88	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH115			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample259	plot	2
Source88	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH115			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample260	plot	3
Source89	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH116			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample261	plot	1
Source89	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH116			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample262	plot	2
Source89	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH116			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample263	plot	3
Source90	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH117			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample264	plot	1
Source90	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH117			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample265	plot	2
Source90	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH117			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample266	plot	3
Source91	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH118			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample267	plot	1
Source91	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH118			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample268	plot	2
Source91	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH118			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample269	plot	3
Source92	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH119			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample270	plot	1
Source92	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH119			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample271	plot	2
Source92	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH119			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample272	plot	3
Source93	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH120			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample273	plot	1
Source93	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH120			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample274	plot	2
Source93	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH120			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample275	plot	3
Source94	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH121			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample276	plot	1
Source94	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH121			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample277	plot	2
Source94	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH121			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample278	plot	3
Source95	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH122			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample279	plot	1
Source95	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH122			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample280	plot	2
Source95	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH122			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample281	plot	3
Source96	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH123			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample282	plot	1
Source96	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH123			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample283	plot	2
Source96	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH123			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample284	plot	3
Source97	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH125			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample285	plot	1
Source97	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH125			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample286	plot	2
Source97	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH125			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample287	plot	3
Source98	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH126			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample288	plot	1
Source98	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH126			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample289	plot	2
Source98	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH126			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample290	plot	3
Source99	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH127			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample291	plot	1
Source99	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH127			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample292	plot	2
Source99	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH127			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample293	plot	3
Source100	Hordeum vulgare	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_112509	GeH128			IPG PAS			Growth	2012		field	Cerekwica	GAZ	http://purl.obolibrary.org/obo/GAZ_000012675	Rooting	luvisol	ENVO	http://purl.obolibrary.org/obo/ENVO_00002248	1	m2	UO	http://purl.obolibrary.org/obo/UO_0000080	300		Aerial conditions				14.5		Nutrition				Watering	no irrigation			Sampling	Sample294	plot	1
