Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Infraspecific name]	Term Source REF	Term Accession Number	Characteristics[Seed origin]	Protocol REF	Parameter Value[Study start]	Parameter Value[Study duration]	Parameter Value[Growth facility]	Parameter Value[Geographic location]	Term Source REF	Term Accession Number	Sample Name	Characteristics[Experimental unit type]
source86	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-6	GMI	GMI:6985		Growth							sample718	
source86	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-6	GMI	GMI:6985		Growth							sample719	
source86	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-6	GMI	GMI:6985		Growth							sample720	
source86	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zdr-6	GMI	GMI:6985		Growth							sample721	
source87	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Alc-0	GMI	GMI:6988		Growth							sample722	
source87	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Alc-0	GMI	GMI:6988		Growth							sample723	
source87	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Alc-0	GMI	GMI:6988		Growth							sample724	
source87	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Alc-0	GMI	GMI:6988		Growth							sample725	
source87	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Alc-0	GMI	GMI:6988		Growth							sample726	
source88	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Aa-0	GMI	GMI:7000		Growth							sample727	
source88	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Aa-0	GMI	GMI:7000		Growth							sample728	
source89	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ba-1	GMI	GMI:7014		Growth							sample729	
source90	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Buckhorn Pass	GMI	GMI:7033		Growth							sample730	
source90	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Buckhorn Pass	GMI	GMI:7033		Growth							sample731	
source90	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Buckhorn Pass	GMI	GMI:7033		Growth							sample732	
source90	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Buckhorn Pass	GMI	GMI:7033		Growth							sample733	
source91	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ca-0	GMI	GMI:7062		Growth							sample734	
source92	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Cnt-1	GMI	GMI:7064		Growth							sample735	
source93	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Co	GMI	GMI:7081		Growth							sample736	
source93	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Co	GMI	GMI:7081		Growth							sample737	
source93	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Co	GMI	GMI:7081		Growth							sample738	
source93	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Co	GMI	GMI:7081		Growth							sample739	
source94	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Da-0	GMI	GMI:7094		Growth							sample740	
source95	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ep-0	GMI	GMI:7123		Growth							sample741	
source96	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Gie-0	GMI	GMI:7147		Growth							sample742	
source97	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ha-0	GMI	GMI:7163		Growth							sample743	
source98	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Li-7	GMI	GMI:7231		Growth							sample744	
source99	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mh-0	GMI	GMI:7255		Growth							sample745	
source100	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	No-0	GMI	GMI:7275		Growth							sample746	
source100	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	No-0	GMI	GMI:7275		Growth							sample747	
source101	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Or-0	GMI	GMI:7282		Growth							sample748	
source102	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Petergof	GMI	GMI:7296		Growth							sample749	
source102	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Petergof	GMI	GMI:7296		Growth							sample750	
source102	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Petergof	GMI	GMI:7296		Growth							sample751	
source102	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Petergof	GMI	GMI:7296		Growth							sample752	
source103	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pog-0	GMI	GMI:7306		Growth							sample753	
source104	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rubezhnoe-1	GMI	GMI:7323		Growth							sample754	
source104	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rubezhnoe-1	GMI	GMI:7323		Growth							sample755	
source104	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rubezhnoe-1	GMI	GMI:7323		Growth							sample756	
source104	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rubezhnoe-1	GMI	GMI:7323		Growth							sample757	
source105	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Ste-0	GMI	GMI:7346		Growth							sample758	
source106	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zu-1	GMI	GMI:7418		Growth							sample759	
source106	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Zu-1	GMI	GMI:7418		Growth							sample760	
source107	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Jl-3	GMI	GMI:7424		Growth							sample761	
source108	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	N13	GMI	GMI:7438		Growth							sample762	
source108	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	N13	GMI	GMI:7438		Growth							sample763	
source108	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	N13	GMI	GMI:7438		Growth							sample764	
source108	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	N13	GMI	GMI:7438		Growth							sample765	
source108	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	N13	GMI	GMI:7438		Growth							sample766	
source108	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	N13	GMI	GMI:7438		Growth							sample767	
source108	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	N13	GMI	GMI:7438		Growth							sample768	
source108	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	N13	GMI	GMI:7438		Growth							sample769	
source108	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	N13	GMI	GMI:7438		Growth							sample770	
source109	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Da(1)-12	GMI	GMI:7460		Growth							sample771	
source110	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	H55	GMI	GMI:7461		Growth							sample772	
source110	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	H55	GMI	GMI:7461		Growth							sample773	
source110	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	H55	GMI	GMI:7461		Growth							sample774	
source110	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	H55	GMI	GMI:7461		Growth							sample775	
source111	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	WAR	GMI	GMI:7477		Growth							sample776	
source112	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-7	GMI	GMI:7514		Growth							sample777	
source112	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-7	GMI	GMI:7514		Growth							sample778	
source112	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-7	GMI	GMI:7514		Growth							sample779	
source112	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-7	GMI	GMI:7514		Growth							sample780	
source112	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-7	GMI	GMI:7514		Growth							sample781	
source112	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-7	GMI	GMI:7514		Growth							sample782	
source112	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-7	GMI	GMI:7514		Growth							sample783	
source112	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-7	GMI	GMI:7514		Growth							sample784	
source112	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-7	GMI	GMI:7514		Growth							sample785	
source113	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-10	GMI	GMI:7515		Growth							sample786	
source113	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-10	GMI	GMI:7515		Growth							sample787	
source113	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-10	GMI	GMI:7515		Growth							sample788	
source113	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-10	GMI	GMI:7515		Growth							sample789	
source113	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-10	GMI	GMI:7515		Growth							sample790	
source113	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-10	GMI	GMI:7515		Growth							sample791	
source113	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-10	GMI	GMI:7515		Growth							sample792	
source113	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-10	GMI	GMI:7515		Growth							sample793	
source113	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	RRS-10	GMI	GMI:7515		Growth							sample794	
source114	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-1	GMI	GMI:7516		Growth							sample795	
source114	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-1	GMI	GMI:7516		Growth							sample796	
source114	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-1	GMI	GMI:7516		Growth							sample797	
source114	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-1	GMI	GMI:7516		Growth							sample798	
source114	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-1	GMI	GMI:7516		Growth							sample799	
source114	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-1	GMI	GMI:7516		Growth							sample800	
source114	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-1	GMI	GMI:7516		Growth							sample801	
source114	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-1	GMI	GMI:7516		Growth							sample802	
source114	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-1	GMI	GMI:7516		Growth							sample803	
source115	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-6	GMI	GMI:7517		Growth							sample804	
source115	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-6	GMI	GMI:7517		Growth							sample805	
source115	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-6	GMI	GMI:7517		Growth							sample806	
source115	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-6	GMI	GMI:7517		Growth							sample807	
source115	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-6	GMI	GMI:7517		Growth							sample808	
source115	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-6	GMI	GMI:7517		Growth							sample809	
source115	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-6	GMI	GMI:7517		Growth							sample810	
source115	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	V?r2-6	GMI	GMI:7517		Growth							sample811	
source116	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-1	GMI	GMI:7518		Growth							sample812	
source116	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-1	GMI	GMI:7518		Growth							sample813	
source116	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-1	GMI	GMI:7518		Growth							sample814	
source116	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-1	GMI	GMI:7518		Growth							sample815	
source116	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-1	GMI	GMI:7518		Growth							sample816	
source116	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-1	GMI	GMI:7518		Growth							sample817	
source116	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-1	GMI	GMI:7518		Growth							sample818	
source116	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-1	GMI	GMI:7518		Growth							sample819	
source116	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-1	GMI	GMI:7518		Growth							sample820	
source117	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-3	GMI	GMI:7519		Growth							sample821	
source117	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-3	GMI	GMI:7519		Growth							sample822	
source117	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-3	GMI	GMI:7519		Growth							sample823	
source117	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-3	GMI	GMI:7519		Growth							sample824	
source117	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-3	GMI	GMI:7519		Growth							sample825	
source117	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-3	GMI	GMI:7519		Growth							sample826	
source117	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-3	GMI	GMI:7519		Growth							sample827	
source117	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-3	GMI	GMI:7519		Growth							sample828	
source117	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	ÖMö2-3	GMI	GMI:7519		Growth							sample829	
source118	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-2	GMI	GMI:7520		Growth							sample830	
source118	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-2	GMI	GMI:7520		Growth							sample831	
source118	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-2	GMI	GMI:7520		Growth							sample832	
source118	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-2	GMI	GMI:7520		Growth							sample833	
source118	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-2	GMI	GMI:7520		Growth							sample834	
source118	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-2	GMI	GMI:7520		Growth							sample835	
source118	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-2	GMI	GMI:7520		Growth							sample836	
source118	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-2	GMI	GMI:7520		Growth							sample837	
source118	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-2	GMI	GMI:7520		Growth							sample838	
source119	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-6	GMI	GMI:7521		Growth							sample839	
source119	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-6	GMI	GMI:7521		Growth							sample840	
source119	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-6	GMI	GMI:7521		Growth							sample841	
source119	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-6	GMI	GMI:7521		Growth							sample842	
source119	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-6	GMI	GMI:7521		Growth							sample843	
source119	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-6	GMI	GMI:7521		Growth							sample844	
source119	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-6	GMI	GMI:7521		Growth							sample845	
source119	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-6	GMI	GMI:7521		Growth							sample846	
source119	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Lp2-6	GMI	GMI:7521		Growth							sample847	
source120	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mr-0	GMI	GMI:7522		Growth							sample848	
source120	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mr-0	GMI	GMI:7522		Growth							sample849	
source120	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mr-0	GMI	GMI:7522		Growth							sample850	
source120	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mr-0	GMI	GMI:7522		Growth							sample851	
source120	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mr-0	GMI	GMI:7522		Growth							sample852	
source120	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mr-0	GMI	GMI:7522		Growth							sample853	
source120	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mr-0	GMI	GMI:7522		Growth							sample854	
source120	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mr-0	GMI	GMI:7522		Growth							sample855	
source120	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Mr-0	GMI	GMI:7522		Growth							sample856	
source121	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-17	GMI	GMI:7523		Growth							sample857	
source121	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-17	GMI	GMI:7523		Growth							sample858	
source121	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-17	GMI	GMI:7523		Growth							sample859	
source121	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-17	GMI	GMI:7523		Growth							sample860	
source121	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-17	GMI	GMI:7523		Growth							sample861	
source121	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-17	GMI	GMI:7523		Growth							sample862	
source121	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-17	GMI	GMI:7523		Growth							sample863	
source121	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-17	GMI	GMI:7523		Growth							sample864	
source121	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-17	GMI	GMI:7523		Growth							sample865	
source122	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A02	GMI	GMI:7524		Growth							sample866	
source122	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A02	GMI	GMI:7524		Growth							sample867	
source122	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A02	GMI	GMI:7524		Growth							sample868	
source122	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A02	GMI	GMI:7524		Growth							sample869	
source122	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A02	GMI	GMI:7524		Growth							sample870	
source122	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A02	GMI	GMI:7524		Growth							sample871	
source122	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A02	GMI	GMI:7524		Growth							sample872	
source122	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A02	GMI	GMI:7524		Growth							sample873	
source123	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A180	GMI	GMI:7525		Growth							sample874	
source123	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A180	GMI	GMI:7525		Growth							sample875	
source123	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A180	GMI	GMI:7525		Growth							sample876	
source123	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A180	GMI	GMI:7525		Growth							sample877	
source123	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A180	GMI	GMI:7525		Growth							sample878	
source123	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A180	GMI	GMI:7525		Growth							sample879	
source123	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A180	GMI	GMI:7525		Growth							sample880	
source123	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Rmx-A180	GMI	GMI:7525		Growth							sample881	
source124	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-10	GMI	GMI:7526		Growth							sample882	
source124	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-10	GMI	GMI:7526		Growth							sample883	
source124	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-10	GMI	GMI:7526		Growth							sample884	
source124	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-10	GMI	GMI:7526		Growth							sample885	
source124	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-10	GMI	GMI:7526		Growth							sample886	
source124	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-10	GMI	GMI:7526		Growth							sample887	
source124	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-10	GMI	GMI:7526		Growth							sample888	
source124	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-10	GMI	GMI:7526		Growth							sample889	
source124	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pna-10	GMI	GMI:7526		Growth							sample890	
source125	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pro-0	GMI	GMI:8213		Growth							sample891	
source125	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pro-0	GMI	GMI:8213		Growth							sample892	
source125	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pro-0	GMI	GMI:8213		Growth							sample893	
source125	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pro-0	GMI	GMI:8213		Growth							sample894	
source125	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pro-0	GMI	GMI:8213		Growth							sample895	
source125	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pro-0	GMI	GMI:8213		Growth							sample896	
source125	Arabidopsis thaliana	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_3702	Pro-0	GMI	GMI:8213		Growth							sample897	
