Assay Name	LD	LDV	SD	SDV	FT10	FT16	FT22	Seed Dormancy	Emco5	Emwa1	Emoy*	Hiks1	Noco2	Li7	B11	Na23	Mg25	P31	S34	K39	Ca43	Mn55	Fe56	Co59	Ni60	Cu65	Zn66	As75	Se82	Mo98	Cd114	avrPphB	avrRpm1	avrRpt2	avrB	0W	2W	4W	8W	FLC	FRI	8W GH FT	8W GH LN	0W GH FT	0W GH LN	FT Field	FT Diameter Field	FT GH	FT Duration GH	LC Duration GH	LFS GH	MT GH	RP GH	At1	At1 CFU2	As	As CFU2	Bs	Bs CFU2	At2	At2 CFU2	As2	As2 CFU2	FW 	DW 	LES	YEL 	LY 	LN10	LN16	LN22	Silique 16	Silique 22	Germ 10	Germ 16	Germ 22	Width 10	Width 16	Width 22	Chlorosis 10	Chlorosis 16	Chlorosis 22	Anthocyanin 10	Anthocyanin 16	Anthocyanin 22	Leaf serr 10	Leaf serr 16	Leaf serr 22	Leaf roll 10	Leaf roll 16	Leaf roll 22	Rosette Erect 22	Hypocotyl length	Trichome avg C	Trichome avg JA	Aphid number	Bacterial titer	Seedling Growth	Vern Growth	After Vern Growth	Secondary Dormancy	Germ in dark	DSDS50	Seed bank 133-91	Storage 7 days	Storage 28 days	Storage 56 days
assay251																																																																1.194	0.0668	0	1	1																																							
assay1108																																																																																																		0.00809512	0.00159179	0.0648571	0.785265	1.83e-16	7.25115	6.91e-21	62.8872	99.5	100
assay769														8.08121	77.9073	575.404	13640.8	8306.73	10427.4	28055.8	27517	96.0096	58.8155	1.37729	2.70355	1.2541	69.0322	0.130999	6.46834	2.60491	4.22232																																																																												
assay992																																																						2.167	4.662	1.667	4.258	8	5.371	1.833	5.343	1.5	5.457																																												
assay25	1.21335	21.6667	5.8713	34.5	49	37	26	41																																																													17	12	9	1.7	1.4	5	3	2	4.5	7	9.5	1	1	1	1	1	0	1	1	1.5	1	1	0	0															
assay1143																																																																																													0.61														
assay1015																																0	1	1	1																			5	5.614	4.667	2.173	8.667	5.102	4.333	5.377	6.667	5.963																															9	24.3	41.5	13.8										
assay977																																																						2.333	4.778	2	3.416	5.6	3.938	0.5	4.912	1.5	5.291																																												
assay374									1	1		1	1																																																																																														
assay454																																				50.7	27.8	22.9	18.6	0.995	0.8259	26.7	14.4	36	21.9																																																														
assay818														5.42278	78.2834	574.602	10752.1	8406.99	13195.5	48152.9	21322.4	102.084	68.0593	1.50518	1.93173	1.27944	86.2461	0.227396	8.0959	2.40895	4.69703																																																																												
assay528																																					67.3	58		4.352	1.253	31.8	22.3	200																																																															
assay766														7.68306	112.552	351.564	11183.9	8565.53	10368.3	31630.8	23833.3	99.2434	57.8616	1.45922	2.65262	1.2111	71.8732	0.227395	6.79051	6.00194	3.13038																																																																												
assay141	0	7.85414	200	70.8333	87	93	96																																																														42	70	78			5	3	2	2.7	7	9	0	0	1	0	1	1	1	1	1	1	1	1	1															
assay272																																																																0.3735	0.0276	0	0	0																																							
assay398																																				31.4	21.6		19.4	0.248	1.358	25.1	14.9	27	14.3																																																														
